Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
CATAMARCA,Tinogasta,Palo Blanco,992,--,--,--,--,--,--,--,--,--,10105140.0,-27.3395852802531,-67.7592295432626
CATAMARCA,Tinogasta,Pampa Blanca,0,--,--,--,--,--,--,--,--,--,10105080.0,-27.6354340349652,-67.6168389660358
CATAMARCA,Tinogasta,Punta del Agua,167,--,--,--,--,--,--,--,--,--,10105150.0,-27.2106668219369,-67.7317928557182
CATAMARCA,Tinogasta,Saujil,339,--,--,--,--,--,--,--,--,--,10105160.0,-27.5632127581426,-67.6355130611556
CATAMARCA,Tinogasta,Tatón,301,--,--,--,--,--,--,--,--,SI,10105170.0,-27.3270122428844,-67.4747701838904
CATAMARCA,Ambato,Chuchucaruana,73,--,--,--,--,--,--,--,--,--,10007010.0,-27.9072844349135,-65.8265242094263
CATAMARCA,Ambato,Colpes,75,--,--,--,--,--,--,--,--,--,10007020.0,-28.056472497625,-65.8260844153652
CATAMARCA,Ambato,El Bolsón,289,--,--,--,--,SI,--,--,--,SI,10007030.0,-27.9038743420396,-65.8884829262542
CATAMARCA,Ambato,El Rodeo,1007,--,--,--,--,SI,SI,SI,--,SI,10007040.0,-28.2141516424861,-65.8738600634115
CATAMARCA,Ambato,Huaycama,152,--,--,--,--,--,--,--,--,--,10007050.0,-28.0988458342305,-65.8147464336478
CATAMARCA,Ambato,La Puerta,706,--,--,--,--,SI,--,SI,--,SI,10007060.0,-28.1764379052117,-65.7863037835082
CATAMARCA,Ambato,Las Chacritas,74,--,--,--,--,SI,--,--,--,--,10007070.0,-27.6464168267027,-65.9533446470458
CATAMARCA,Ambato,Las Juntas,304,--,--,--,--,--,--,--,--,SI,10007080.0,-28.1038836314671,-65.8996513641899
CATAMARCA,Ambato,Los Castillos,182,--,--,--,--,--,--,--,--,--,10007090.0,-27.9582295650792,-65.820685723313
CATAMARCA,Ambato,Los Talas,170,--,--,--,--,--,SI,--,--,--,10007100.0,-27.94999754917,-65.875829814164
CATAMARCA,Ambato,Los Varela,443,--,--,--,--,SI,--,--,--,SI,10007110.0,-27.9279942328057,-65.8822302327591
CATAMARCA,Ambato,Singuil,295,--,--,--,--,--,--,--,--,SI,10007120.0,-27.8142168571341,-65.8670660017181
CATAMARCA,Ancasti,Ancasti,361,--,--,--,--,SI,--,--,--,SI,10014010.0,-28.809829766706,-65.5021019996524
CATAMARCA,Ancasti,Anquincila,202,--,--,--,--,--,--,--,--,--,10014020.0,-28.7545936474404,-65.5495102803337
CATAMARCA,Ancasti,La Candelaria,77,--,--,--,--,--,--,--,--,--,10014030.0,-28.7207622901373,-65.4106917370235
CATAMARCA,Ancasti,La Majada,154,--,--,--,--,--,--,--,--,--,10014040.0,-29.0295107636719,-65.5499567687055
CATAMARCA,Andalgalá,Aconquija,0,--,--,--,--,SI,--,--,SI,SI,10021010.0,-27.4743798884533,-66.0266884349829
CATAMARCA,Andalgalá,Alto De Las Juntas,0,--,--,--,--,--,--,--,--,--,10021010.0,-27.4511959792163,-66.0199688270559
CATAMARCA,Andalgalá,Amanao,29,--,--,--,--,--,--,--,SI,--,10021010.0,-27.5275895579827,-66.5156761677031
CATAMARCA,Andalgalá,Andalgalá,12600,SI,--,--,SI,SI,SI,SI,SI,SI,10021020.0,-27.5732225954972,-66.3235466394645
CATAMARCA,Andalgalá,Buena Vista,0,--,--,--,--,--,--,--,--,--,10021010.0,-27.3391922396844,-66.0241892155379
CATAMARCA,Andalgalá,Chaquiago,1096,--,--,--,SI,SI,SI,--,--,--,10021030.0,-27.5368955481985,-66.3350568927423
CATAMARCA,Andalgalá,Choya,403,--,--,--,--,--,--,--,--,--,10021040.0,-27.5210749343604,-66.4034742805443
CATAMARCA,Andalgalá,El Alamito,734,--,--,--,--,--,SI,--,--,--,10021050.0,-27.333537875981,-66.022985174122
CATAMARCA,Andalgalá,El Lindero,741,--,--,--,--,--,--,SI,--,--,10021060.0,-27.4743798884533,-66.0266884349829
CATAMARCA,Andalgalá,El Potrero,184,--,--,--,SI,--,--,--,--,--,10021070.0,-27.5162322380357,-66.3434280762552
CATAMARCA,Andalgalá,La Aguada,378,--,--,--,SI,--,SI,--,--,--,10021080.0,-27.534089032104,-66.3117750484602
CATAMARCA,Andalgalá,La Mesada,0,--,--,--,SI,--,--,--,--,--,10021010.0,-27.4511959792163,-66.0199688270559
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,730,--,--,--,--,SI,--,SI,--,SI,10028010.0,-26.0632957365737,-67.4116706391736
CATAMARCA,Antofagasta de la Sierra,Antofalla,45,--,--,--,--,--,--,--,--,--,10028020.0,-25.5201549530029,-67.6220474243164
CATAMARCA,Antofagasta de la Sierra,El Peñón,263,--,--,--,--,--,--,--,--,--,10028030.0,-26.4377795455164,-67.2590953594946
CATAMARCA,Antofagasta de la Sierra,Los Nacimientos,43,--,--,--,--,--,--,--,--,--,10028040.0,-25.7592665755338,-67.3912671398198
CATAMARCA,Belén,Barranca Larga,330,--,--,--,--,--,--,--,--,--,10035010.0,-26.9366725902001,-66.7473736733687
CATAMARCA,Belén,Belén,12256,--,--,--,--,SI,SI,SI,SI,SI,10035020.0,-27.6337582271366,-67.0181224346383
CATAMARCA,Belén,Cóndor Huasi,254,--,--,--,--,--,--,--,--,--,10035030.0,-27.4800253698881,-67.1034365555174
CATAMARCA,Belén,Corral Quemado,1204,--,--,--,--,--,--,--,--,--,10035040.0,-27.1458266170631,-66.9418772140389
CATAMARCA,Belén,El Durazno,378,--,--,--,--,SI,--,--,--,--,10035050.0,-27.2352160693093,-67.0644302349354
CATAMARCA,Belén,Farallón Negro,1463,--,--,--,--,--,--,SI,--,SI,10035060.0,-27.297991160481,-66.6526535881206
CATAMARCA,Belén,Hualfín,987,--,--,--,--,SI,--,--,--,SI,10035070.0,-27.2251089488391,-66.8257494663378
CATAMARCA,Belén,Jacipunco,361,--,--,--,--,--,--,--,--,--,10035080.0,-27.2232502935304,-67.0189560597067
CATAMARCA,Belén,La Puntilla,236,--,--,--,--,--,--,--,--,--,10035090.0,-27.6687999477098,-66.9831854181017
CATAMARCA,Belén,Las Juntas,258,--,--,--,--,--,SI,--,--,--,10035100.0,-27.5255267279244,-67.1230327103174
CATAMARCA,Belén,Londres,2456,--,--,--,--,SI,SI,SI,--,SI,10035110.0,-27.7091441699136,-67.1521288574758
CATAMARCA,Belén,Los Nacimientos,215,--,--,--,--,--,--,--,--,SI,10035120.0,-27.1276313861506,-66.7125336324121
CATAMARCA,Belén,Puerta de Corral Quemado,575,--,--,--,--,--,--,--,--,--,10035130.0,-27.2142919344438,-66.9263178640934
CATAMARCA,Belén,Puerta de San José,277,--,--,--,--,SI,--,--,--,--,10035140.0,-27.5397412070942,-67.0153310519752
CATAMARCA,Belén,Villa Vil,481,--,--,--,--,--,--,--,--,--,10035150.0,-27.0710806751114,-66.8307696967369
CATAMARCA,Capayán,Adolfo E. Carranza,32,--,--,--,--,--,--,--,--,--,10042010.0,-29.0269775235925,-65.9719315369666
CATAMARCA,Capayán,Balde de la Punta,116,--,--,--,--,--,--,--,--,--,10042020.0,-29.5589484234071,-65.5807240749041
CATAMARCA,Capayán,Capayán,636,--,--,--,--,SI,--,--,--,SI,10042030.0,-28.7807106449765,-66.0386455444458
CATAMARCA,Capayán,Chumbicha,4531,SI,--,--,SI,SI,SI,SI,SI,SI,10042040.0,-28.8475652676601,-66.2413567840968
CATAMARCA,Capayán,Colonia del Valle,854,--,--,--,--,SI,--,SI,--,--,10042050.0,-28.6659572317315,-65.8752053335172
CATAMARCA,Capayán,Colonia Nueva Coneta,1951,--,--,--,SI,SI,SI,SI,SI,SI,10042060.0,-28.5859218596167,-65.8384330489801
CATAMARCA,Capayán,Concepción,387,--,--,--,--,--,--,--,--,--,10042070.0,-28.7027878127673,-66.0684404425234
CATAMARCA,Capayán,Coneta,653,--,--,--,SI,SI,--,SI,--,--,10042080.0,-28.5824940471212,-65.8832899522771
CATAMARCA,Capayán,El Bañado,158,--,--,--,--,--,--,--,--,--,10042090.0,-28.6492910442287,-65.8184083876597
CATAMARCA,Capayán,Huillapima,2416,--,--,--,SI,SI,SI,SI,SI,SI,10042100.0,-28.7326533523263,-65.9692671337206
CATAMARCA,Capayán,Los Angeles,383,--,--,--,--,--,SI,--,--,--,10042110.0,-28.4757282890296,-65.9584714095267
CATAMARCA,Capayán,Los Angeles Norte,0,--,--,--,--,--,--,--,--,--,10042020.0,-28.4130524181894,-65.9974963114274
CATAMARCA,Capayán,Los Angeles Sur,0,--,--,--,--,--,--,--,--,--,10042020.0,-28.5096259939006,-66.0134501995358
CATAMARCA,Capayán,Miraflores,1650,--,--,--,SI,SI,SI,SI,SI,SI,10042120.0,-28.61156437771,-65.9045510608673
CATAMARCA,Capayán,San Martín,426,--,--,--,--,SI,--,--,--,SI,10042130.0,-29.2514238184412,-65.7966971627176
CATAMARCA,Capayán,San Pablo,139,--,--,--,--,--,--,--,--,--,10042140.0,-28.7185211619112,-66.0406031753627
CATAMARCA,Capayán,San Pedro,372,--,--,--,--,--,--,--,--,--,10042150.0,-28.7717177596284,-66.1240600986815
CATAMARCA,Capital,Barrio Bancario,0,--,--,--,--,--,--,--,SI,SI,10049020.0,-28.466667,-65.783333
CATAMARCA,Capital,El Pantanillo,44,SI,SI,--,SI,SI,--,SI,SI,SI,10049020.0,-28.5416893432334,-65.8026632730873
CATAMARCA,Capital,San Fernando del Valle de Catamarca,159139,SI,SI,SI,SI,SI,SI,SI,SI,SI,10049030.0,-28.4846581947085,-65.7867892937631
CATAMARCA,El Alto,El Alto,754,--,--,--,--,SI,SI,--,SI,SI,10056010.0,-28.3027477561138,-65.3693767192491
CATAMARCA,El Alto,Guayamba,376,--,--,--,--,--,--,--,--,--,10056020.0,-28.3441266642037,-65.4127476684157
CATAMARCA,El Alto,Infanzón,62,--,--,--,--,--,--,--,--,--,10056030.0,-28.5973244077887,-65.4116602658918
CATAMARCA,El Alto,Los Corrales,54,--,--,--,--,--,--,--,--,--,10056040.0,-28.5108290239161,-65.3308772218931
CATAMARCA,El Alto,Tapso,191,--,--,--,--,SI,--,--,--,--,10056050.0,-28.415904197716,-65.1086409589416
CATAMARCA,Fray Mamerto Esquiú,San José,10242,--,--,--,--,--,--,--,SI,SI,10063040.0,-28.3887321458271,-65.7062701247999
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,740,--,--,--,--,SI,--,--,--,SI,10063050.0,-28.2754665210832,-65.733431477509
CATAMARCA,La Paz,Casa de Piedra,251,--,--,--,--,--,--,--,--,--,10070010.0,-29.649289010725,-65.5171151597056
CATAMARCA,La Paz,El Aybal,68,--,--,--,--,--,--,--,--,--,10070020.0,-29.1066140404485,-65.339695207396
CATAMARCA,La Paz,El Bañado,123,--,--,--,--,--,--,--,--,--,10070030.0,-29.1832354089391,-65.4161459216901
CATAMARCA,La Paz,El Divisadero,70,--,--,--,--,--,--,--,--,--,10070040.0,-29.1937184157281,-65.4233403523442
CATAMARCA,La Paz,El Quimilo,63,--,--,--,--,--,--,--,--,--,10070050.0,-29.9534214435134,-65.3926406151323
CATAMARCA,La Paz,Esquiú,1019,--,--,--,--,--,--,--,SI,SI,10070060.0,-29.3790661944991,-65.2898287859815
CATAMARCA,La Paz,Icaño,2104,--,--,--,--,SI,--,SI,SI,SI,10070070.0,-28.9308886124085,-65.2902158081112
CATAMARCA,La Paz,La Dorada,218,--,--,--,--,--,--,--,--,--,10070080.0,-29.2804387843954,-65.4766321943102
CATAMARCA,La Paz,La Guardia,493,--,--,--,--,--,--,--,--,SI,10070090.0,-29.5496731497758,-65.4504857993817
CATAMARCA,La Paz,Las Esquinas,136,--,--,--,--,--,--,--,--,--,10070100.0,-28.7644628061471,-65.1120210167305
CATAMARCA,La Paz,Las Palmitas,126,--,--,--,--,--,--,--,--,--,10070110.0,-28.6402396947153,-64.9870716926629
CATAMARCA,La Paz,Quirós,1156,--,--,--,--,--,SI,SI,--,SI,10070120.0,-28.7883056058069,-65.1007302335708
CATAMARCA,La Paz,Ramblones,68,--,--,--,--,--,--,--,--,--,10070130.0,-29.1582844511715,-65.374945475853
CATAMARCA,La Paz,Recreo,11847,SI,SI,--,SI,SI,SI,SI,SI,SI,10070140.0,-29.2768611237227,-65.0565641552447
CATAMARCA,La Paz,San Antonio,1835,--,--,--,--,--,SI,SI,SI,SI,10070150.0,-28.9331053161662,-65.0949655869377
CATAMARCA,Paclín,Amadores,172,--,--,--,--,--,--,--,--,--,10077010.0,-28.2680363798746,-65.6462108146466
CATAMARCA,Paclín,El Rosario,110,--,--,--,--,--,--,--,--,--,10077020.0,-27.9877541032226,-65.688606939529
CATAMARCA,Paclín,La Bajada,97,--,--,--,--,--,--,--,--,--,10077030.0,-28.3920524907261,-65.6282649899935
CATAMARCA,Paclín,La Higuera,236,--,--,--,--,--,--,--,--,--,10077040.0,-27.9352828616507,-65.699367489363
CATAMARCA,Paclín,La Merced,1759,SI,--,--,--,SI,SI,SI,--,SI,10077050.0,-28.1537649054231,-65.6696062414473
CATAMARCA,Tinogasta,Tinogasta,11485,SI,--,--,SI,SI,--,SI,--,SI,10105180.0,-28.0637510698675,-67.5802695760226
CATAMARCA,Valle Viejo,El Bañado,0,--,--,--,--,--,--,--,--,--,10112030.0,-28.4594352492075,-65.7113717209433
CATAMARCA,Valle Viejo,El Portezuelo,410,--,--,--,--,SI,--,--,SI,--,10112010.0,-28.4818680419511,-65.6351326652418
CATAMARCA,Valle Viejo,Huaycama,158,--,--,--,--,--,--,--,--,--,10112020.0,-28.5334483576648,-65.6821279512165
CATAMARCA,Valle Viejo,Las Tejas,351,--,--,--,--,--,--,--,SI,SI,10112030.0,-28.6468889609952,-65.7889935499028
CATAMARCA,Valle Viejo,Polcos,0,--,--,--,SI,--,--,--,--,--,10112030.0,-28.4333815878035,-65.7202973350365
CATAMARCA,Valle Viejo,Pozo Del Mistol,0,--,--,--,SI,--,--,--,--,--,10112030.0,-28.4689789857859,-65.7195047318519
CATAMARCA,Valle Viejo,San Isidro,25674,--,--,--,SI,--,SI,--,SI,SI,10112040.0,-28.4583109666735,-65.726757673457
CATAMARCA,Valle Viejo,Santa Cruz,122,--,--,--,--,--,--,--,--,--,10112050.0,-28.4928946549812,-65.6744465587279
CATAMARCA,Valle Viejo,Santa Rosa,0,--,--,--,SI,--,SI,--,SI,SI,10112030.0,-28.447802287271,-65.7055328995515
CATAMARCA,Valle Viejo,Sumalao,0,--,--,--,SI,--,SI,--,--,--,10112030.0,-28.4746455518307,-65.7433480027028
CATAMARCA,Valle Viejo,Villa Dolores,0,--,--,--,SI,--,SI,--,--,SI,10112030.0,-28.4434739220039,-65.7215360640125
CATAMARCA,Paclín,Palo Labrado,223,--,--,--,--,--,--,--,--,--,10077090.0,-28.3360934480518,-65.6274299147885
CATAMARCA,Paclín,San Antonio,266,--,--,--,--,SI,SI,--,--,--,10077100.0,-28.0073083693979,-65.726850392729
CATAMARCA,Paclín,Villa de Balcozna,210,--,--,--,--,--,--,--,--,SI,10077110.0,-27.87835755933,-65.7190758944755
CATAMARCA,Pomán,Apoyaco,76,--,--,--,--,--,--,--,--,--,10084010.0,-28.3006337911705,-66.1659791753183
CATAMARCA,Pomán,Colana,478,--,--,--,--,--,--,--,--,--,10084020.0,-28.3432877302321,-66.1222559102194
CATAMARCA,Pomán,Colpes,774,--,--,--,--,--,SI,--,--,--,10084030.0,-28.0606503909839,-66.2065039006705
CATAMARCA,Pomán,El Pajonal (Est. Pomán),590,--,--,--,--,--,--,--,--,--,10084040.0,-28.3773148491306,-66.3017092655099
CATAMARCA,Pomán,Joyango,53,--,--,--,--,--,--,--,--,--,10084050.0,-28.0731019653889,-66.1435569766782
CATAMARCA,Pomán,Mutquin,1075,--,--,--,--,SI,--,--,--,--,10084060.0,-28.3178455729042,-66.1420642866296
CATAMARCA,Pomán,Pomán,2856,--,--,--,--,SI,--,SI,SI,SI,10084070.0,-28.3927801149204,-66.2220823999264
CATAMARCA,Pomán,Rincón,523,--,--,--,--,--,--,SI,--,SI,10084080.0,-28.2022631098293,-66.148799132888
CATAMARCA,Pomán,San Miguel,413,--,--,--,--,--,SI,--,--,--,10084090.0,-28.1297413013666,-66.2019565174868
CATAMARCA,Pomán,Saujil,2368,--,--,--,--,SI,SI,SI,--,SI,10084100.0,-28.173337080009,-66.2145148644181
CATAMARCA,Pomán,Siján,1169,--,--,--,--,SI,--,SI,--,--,10084110.0,-28.2623558875079,-66.2209299175292
CATAMARCA,Santa María,Andalhualá,241,--,--,--,--,--,--,--,--,--,10091010.0,-26.8479427341705,-66.0244068592756
CATAMARCA,Santa María,Caspichango,39,--,--,--,--,--,--,--,--,--,10091020.0,-26.6859290047178,-65.970794986953
CATAMARCA,Santa María,Chañar Punco,1736,--,--,--,--,--,--,--,--,SI,10091030.0,-26.7588342868363,-66.0493067195716
CATAMARCA,Santa María,El Cajón,141,--,--,--,--,--,--,--,--,--,10091040.0,-26.3955476915097,-66.2641930164042
CATAMARCA,Santa María,El Cerrito,0,--,--,--,--,--,--,--,SI,SI,10091040.0,-26.6988604981977,-66.0387334407325
CATAMARCA,Santa María,El Desmonte,144,--,--,--,--,--,--,--,--,--,10091050.0,-26.9077168676094,-66.020423153794
CATAMARCA,Santa María,El Puesto,200,--,--,--,--,--,--,--,--,--,10091060.0,-26.6307679478768,-66.0140418967533
CATAMARCA,Santa María,Famatanca,589,--,--,--,--,--,--,--,--,--,10091070.0,-26.8101195558413,-66.0595221384282
CATAMARCA,Santa María,Fuerte Quemado,459,--,--,--,--,--,--,--,--,--,10091080.0,-26.6304336405934,-66.0644373734469
CATAMARCA,Santa María,La Hoyada,120,--,--,--,--,--,--,--,--,--,10091090.0,-26.5189083514476,-66.3686109740362
CATAMARCA,Santa María,La Loma,388,--,--,--,--,SI,--,--,--,--,10091100.0,-26.7574990827117,-66.0331064865258
CATAMARCA,Santa María,La Puntilla,0,--,--,--,--,--,--,--,--,--,10091040.0,-26.8274550484771,-66.0506274507575
CATAMARCA,Santa María,Lampacito,0,--,--,--,--,--,--,--,--,SI,10091040.0,-26.7265981975072,-66.0436979128184
CATAMARCA,Santa María,Las Mojarras,959,--,--,--,--,--,--,--,--,--,10091110.0,-26.6988604981977,-66.0387334407325
CATAMARCA,Santa María,Loro Huasi,1547,--,--,--,--,--,--,--,--,--,10091120.0,-26.7361383729613,-66.0217845814202
CATAMARCA,Santa María,Medanitos,0,--,--,--,--,--,--,--,--,--,10091040.0,-26.7588342868363,-66.0493067195716
CATAMARCA,Santa María,Palo Seco,0,--,--,--,--,--,--,--,--,--,10091040.0,-26.8274550484771,-66.0506274507575
CATAMARCA,Santa María,Punta de Balasto,177,--,--,--,--,--,--,--,--,--,10091130.0,-26.9300943985158,-66.1487294264287
CATAMARCA,Santa María,San José,2901,--,--,--,--,SI,--,--,--,--,10091140.0,-26.77456,-66.0347
CATAMARCA,Santa María,San Jose Banda,0,--,--,--,--,--,--,--,--,--,10091040.0,-26.8101195558413,-66.0595221384282
CATAMARCA,Santa María,San Jose Norte,0,--,--,--,--,--,--,--,--,--,10091040.0,-26.7745985033315,-66.0362576892132
CATAMARCA,Santa María,Santa María,11648,--,--,--,--,SI,--,--,--,--,10091150.0,-26.6891167120231,-66.018884441311
CATAMARCA,Santa María,Yapes,129,--,--,--,--,--,--,--,--,--,10091160.0,-26.8289862929732,-66.0179166770413
CATAMARCA,Santa Rosa,Alijilán,1396,--,--,--,--,SI,--,SI,--,SI,10098010.0,-28.1771812692249,-65.4915924205872
CATAMARCA,Santa Rosa,Bañado de Ovanta,1096,--,--,--,--,SI,--,SI,--,SI,10098020.0,-28.1034003361447,-65.3076846046355
CATAMARCA,Santa Rosa,Las Cañas,177,--,--,--,--,--,--,--,--,--,10098030.0,-28.2098696025062,-65.2230167049514
CATAMARCA,Santa Rosa,Lavalle,792,--,--,--,--,SI,--,--,--,--,10098040.0,-28.1946338127179,-65.1137806266473
CATAMARCA,Santa Rosa,Los Altos,4490,--,--,--,--,SI,SI,SI,SI,SI,10098050.0,-28.0488590493489,-65.4973640431533
CATAMARCA,Santa Rosa,Manantiales,659,--,--,--,--,--,--,--,--,--,10098060.0,-28.140438079834,-65.4923858642578
CATAMARCA,Santa Rosa,San Pedro,830,--,--,--,--,--,--,--,--,SI,10098070.0,-27.9608485883022,-65.1680076958397
CATAMARCA,Tinogasta,Anillaco,232,--,--,--,--,--,--,--,--,--,10105010.0,-27.9001528461069,-67.6142838741591
CATAMARCA,Tinogasta,Antinaco,105,--,--,--,--,--,--,--,--,--,10105020.0,-27.231445564254,-67.6080549409746
CATAMARCA,Tinogasta,Banda de Lucero,268,--,--,--,--,--,--,--,--,--,10105030.0,-28.0687850626962,-67.50770242056
CATAMARCA,Tinogasta,Cerro Negro,24,--,--,--,--,--,--,--,--,--,10105040.0,-28.2432405441597,-67.144273179127
CATAMARCA,Tinogasta,Copacabana,695,--,--,--,--,--,--,--,--,SI,10105050.0,-28.1243914662106,-67.4981013989976
CATAMARCA,Tinogasta,Cordobita,61,--,--,--,--,--,--,--,--,--,10105060.0,-28.2979798704965,-67.1670904449903
CATAMARCA,Tinogasta,Costa de Reyes,30,--,--,--,--,--,--,--,--,--,10105070.0,-28.294959923009,-67.702902490024
CATAMARCA,Tinogasta,El Pueblito,58,--,--,--,--,--,--,--,--,--,10105080.0,-28.2888183254668,-67.1234522983543
CATAMARCA,Tinogasta,El Puesto,432,--,--,--,--,--,--,--,--,--,10105090.0,-27.9267621470675,-67.6304002049274
CATAMARCA,Tinogasta,El Salado,574,--,--,--,--,--,--,--,--,--,10105100.0,-28.3120206339513,-67.250879321266
MENDOZA,Capital,Mendoza,114893,SI,SI,SI,SI,SI,SI,SI,SI,SI,50007010.0,-32.8774938474965,-68.852787067524
